親切のつもりが、よけいなお世話となって嫌われたりすることもある。(よけい),余計,予計,余形,予形,余計,表記,N2,N2-21-1
この国はふくしが充実している。(ふくし),福施,副施,副詞,福祉,福祉,表記,N2,N2-21-2
登山家は、一瞬の油断で命を奪ってしまうこともある。(油断),ゆうたん,ゆうだん,ゆたん,ゆだん,ゆだん,漢字読み,N2,N2-21-3
今晩の宴会、料理の予算は一人当たりいくらぐらいを目安にしますか。(目安),めやす,もくやす,ぼくあん,もくあん,めやす,漢字読み,N2,N2-21-4
このボタンでラジオの音量を自由にかげんできる。(かげん),上減,助下,加減,増減,加減,表記,N2,N2-21-5
物事にあきっぽいと何もできないよ。(あきっぽい),諦っぽい,保っぽい,飽きっぽい,葉っぽい,飽きっぽい,漢字読み,N2,N2-21-6
今回は田中選手の圧勝だった。(圧勝),あっしょう,ゆうしょう,あっしゅう,ゆうしゅう,あっしょう,漢字読み,N2,N2-21-7
この研究については、データの信憑性を疑う声もある。(疑う),うかがう,うたがう,やしなう,うらなう,うたがう,漢字読み,N2,N2-21-8
A氏は人類学の本をあらわした。(あらわした),表した,現した,著した,書した,著した,表記,N2,N2-21-9
今後もサービス向上につとめていきたいと思っています。(つとめて),志めて,勧めて,労めて,努めて,努めて,表記,N2,N2-21-10
仲人を通して結婚を申し込む。(仲人),なこうと,なこうど,なかひと,なかじん,なこうど,漢字読み,N2,N2-20-1
身近な例を挙げて、説明する。(身近),みぢか,みちか,しんきん,しんぎん,みぢか,漢字読み,N2,N2-20-2
父はすいさんぶつの貿易をしている。(すいさんぶつ),生産物,睡参物,再産物,水産物,水産物,表記,N2,N2-20-3
欧米の合理的なはっそうを経営にいかす。(はっそう),発送,発想,発走,発争,発想,漢字読み,N2,N2-20-4
芸者の着物の模様の繊細な美しさも、暗かったら映えないだろう。(模様),もうよう,もよう,ぼうよう,ぼよう,もよう,漢字読み,N2,N2-20-5
頭痛がひどかったので、友達からの誘いを断って早退した。(頭痛),とうつう,とうとう,ずつう,ずとう,ずつう,漢字読み,N2,N2-20-6
気温が高く乾燥しているので、自然に草がもえて、山火事になる危険性が高い。(もえて),然えて,生えて,燃えて,凝えて,燃えて,表記,N2,N2-20-7
この人は気がくるっている。(くるって),殴って,誘って,戦って,狂って,狂って,漢字読み,N2,N2-20-8
このニュースは根拠が怪しい。(怪しい),おかしい,あやしい,かしこい,たくましい,あやしい,漢字読み,N2,N2-20-9
あなたのしたことを深く反省してください。(反省),ばんせい,はんせい,はんしょう,ばんしょう,はんせい,漢字読み,N2,N2-20-10
無断に欠席するのは、君らしくないわ。(欠席),けっせき,けくせき,けつせき,けつぜき,けっせき,漢字読み,N2,N2-19-1
あの人は強く見えても、実は心細い人間だ。(心細い),こころこまかい,こころほそい,こころごかかい,こころぼそい,こころぼそい,漢字読み,N2,N2-19-2
この窓のガラスは、あつくて丈夫なうえにぼうおんの効果もある。(ぼうおん),断音,静音,声音,防音,防音,表記,N2,N2-19-3
ご面倒ですが、どうか彼におつたえください。(おつたえ),お消え,お植え,お伝え,お超え,お伝え,表記,N2,N2-19-4
彼女はずっと黙って一言も言わなかった。(一言),ひとごと,ひとこと,ひとげん,ひとごん,ひとこと,漢字読み,N2,N2-19-5
航空機という偉大な発明が世界を大きく変えた。(偉大),いだい,えだい,ゆうだい,かだい,いだい,漢字読み,N2,N2-19-6
強盗と戦う、いさましい青年に頭が下がる。(いさましい),敢ましい,戦ましい,闘ましい,勇ましい,勇ましい,表記,N2,N2-19-7
気温が高く乾燥しているので、自然に草がもえて、山火事になる危険性が高い。(もえて),然えて,生えて,燃えて,凝えて,燃えて,表記,N2,N2-19-8
この店は、今月に入って、客数が極端に減ったらしい。(極端),きょたん,きょてん,きょくたん,きょくてん,きょくたん,漢字読み,N2,N2-19-9
あの会社が急に成長したには必ず何か理由があるはずだ。(必ず),かならず,かたらず,かきらず,かぎらず,かならず,漢字読み,N2,N2-19-10
毎日があわただしく、お部屋の掃除もろくにできていない。(あわただしく),忙しく,慌しく,激しく,惜しく,慌しく,表記,N2,N2-18-1
七五三は、子供の成長を祈って、子供が３歳・５歳・７歳の時神社に詣でたりするぎょうじである。(ぎょうじ),行事,工事,好事,祭事,行事,表記,N2,N2-18-2
月末までに代金を払ってください。(月末),がつすえ,げつすえ,がつまつ,げつまつ,げつまつ,漢字読み,N2,N2-18-3
子供の頃、赤くてかわいい雨靴がすごくほしかった。(雨靴),あまくつ,あまぐつ,あめぐつ,あめくつ,あまぐつ,漢字読み,N2,N2-18-4
海外での暮らしが長くなると、日本食がこいしくなる。(こいしく),美味しく,嬉しく,楽しく,恋しく,恋しく,表記,N2,N2-18-5
