"よっつ、_______、むっつ。ぜんぶでむっつあります。","いつつ","ふたつ","みっつ",やっつ,"いつつ",言い換え類義,N5,N5-24-1
"もう_______をおくりましたよ。","あさ","かべ","にもつ",てんき,"にもつ",言い換え類義,N5,N5-24-2
"テーブルのしたに_______がいます。","ねこ","かみ","ほん",おもちゃ,"ねこ",言い換え類義,N5,N5-24-3
"けさとしょかんでほんを _______ 。","かけました","かちました","かえりました",かえしました,かえしました,言い換え類義,N5,N5-24-4
"がっこうはえきの _______です。","むすめ","むすこ","むかし",むこう,むこう,言い換え類義,N5,N5-24-5
"_______ をつけましょうか？","でんわ","でんき","でんし",でんしゃ,"でんき",言い換え類義,N5,N5-24-6
"どんな_______がすきですか？","みず","おとこ","おかし",くもり,"おとこ",言い換え類義,N5,N5-24-7
"_______ がのみたいです。","こうちゃ","ちゃわん","テーブル",おべんとう,"こうちゃ",言い換え類義,N5,N5-24-8
"２０００ねんに _______ 。いまこどもは３にんです。","けんかしました","さんぽしました","けっこんしました",しつもんしました,"けっこんしました",言い換え類義,N5,N5-24-9
"ここは _______がふべんです。","だいがく","りょこう","こうつう",こうえん,"こうつう",言い換え類義,N5,N5-24-10
"わたしはじがへたです。","わたしはじがまるくありません。","わたしはじがおおきくありません。","わたしはじがすきではありません。",わたしはじがじょうずではありません。,わたしはじがじょうずではありません。,文脈規定,N5,N5-23-1
"ちちはこうじょうではたらいています。","ちちはこうじょうでしごとをしています。","ちちはこうじょうでべんきょうをしています。","ちちはこうじょうでれんしゅうをしています。",ちちはこうじょうであそんでいます。,"ちちはこうじょうでしごとをしています。",文脈規定,N5,N5-23-2
"りょうしんはでかけています。","あねもいもうともいえにいません。","あにもおとうともいえにいません。","ちちもははもいえにいません。",おばもおじもいえにいません。,"ちちもははもいえにいません。",文脈規定,N5,N5-23-3
"マイケルさんはわたしにえいごをおしえます。","マイケルさんはわたしにえいごをならいます。","わたしはマイケルさんにえいごをならいます。","マイケルさんはわたしにえいごをはなします。",わたしはマイケルさんにえいごをはなします。,"わたしはマイケルさんにえいごをならいます。",文脈規定,N5,N5-23-4
"このまちはみどりがおおいです。","このまちはきがおおいです。","このまちはひとがおおいです。","このまちはあめがおおいです。",このまちはみせがおおいです。,"このまちはきがおおいです。",文脈規定,N5,N5-23-5
" _______なときほんをよみます。","ひま","いや","へた",すき,"ひま",言い換え類義,N5,N5-23-6
"えきでさとうさんを２じかんも _______。","もちました","まちました","たちました",かちました,"まちました",言い換え類義,N5,N5-23-7
"大きいにもつは一つですが、とても _______ です。","あまい","あかい","おもい",しろい,"おもい",言い換え類義,N5,N5-23-8
"_______はなをかってください。","おいしい","ひろい","あつい",きれいな,きれいな,言い換え類義,N5,N5-23-9
"とりがちいさなこえで _______います。","かいて","ないて","おいて",ひいて,"ないて",言い換え類義,N5,N5-23-10
"なつやすみにやまに _______ 。","あけました","あげました","のりました",のぼりました,のぼりました,言い換え類義,N5,N5-22-1
"かぞくが_______だいじだとおもいます。","また","いちばん","ひとり",さいしょに,"いちばん",言い換え類義,N5,N5-22-2
"さようなら。 _______ あした。","また","もう","いかが",しかし,"また",言い換え類義,N5,N5-22-3
"ここでたばこを _______ ぐださい。","かけないで","きえないで","すわないで",つかないで,"すわないで",言い換え類義,N5,N5-22-4
"おんがくが _______か。","みえます","みせます","ききます",きこえます,きこえます,言い換え類義,N5,N5-22-5
"あのゆうびんきょくの_______ で止めてください。","あと","まえ","した",うえ,"まえ",言い換え類義,N5,N5-22-6
"あの_______ をかぶっているひとがたなかさんです。","くつした","とけい","ぼうし",めがね,"ぼうし",言い換え類義,N5,N5-22-7
"この_______ではたらきたいです。","せき","かいしゃ","げんかん",みち,"かいしゃ",言い換え類義,N5,N5-22-8
"さむいですね。まどを _______ ください。","おして","きって","けして",しめて,しめて,言い換え類義,N5,N5-22-9
"たまごは _______ いりますか。","なんこ","なんさつ","なんだい",なんまい,"なんこ",言い換え類義,N5,N5-22-10
"いい_______をとりましたね。","さいふ","りんご","かみ",しゃしん,しゃしん,言い換え類義,N5,N5-21-1
"わたしはテレビを _______もっています。","ふたつ","にひき","にだい",にほん,"にだい",言い換え類義,N5,N5-21-2
"へやにはひとが_______いてあついです。","とても","おおきく","おおぜい",たいへん,"おおぜい",言い換え類義,N5,N5-21-3
"あの、この _______ を少しもらってもいいですか？","くるま","へや","はな",あめ,"はな",言い換え類義,N5,N5-21-4
"このいすは _______ではありません。","りっぱ","べんり","ゆうめい",じょうぶ,じょうぶ,言い換え類義,N5,N5-21-5
