わたしの母は５０さいです。父は５５さいです。母は父 _______５さいわかいです。,から,まで,より,のほうが,より,文法の形式の判断,N5,N5-26-1
わたしのうちはがっこうの隣 _______あります。,は,を,に,で,に,文法の形式の判断,N5,N5-26-2
こんげつは雨が１回 _______ふりませんでした。,しか,だけ,ぐらい,など,しか,文法の形式の判断,N5,N5-26-3
"子供「いただきます。」
母「あ、食べる _______手をあらいましょう。」",まえに,のまえに,あとに,のあとに,まえに,文法の形式の判断,N5,N5-26-4
父はへや _______でて会社へ行きました。,まで,より,だけ,から,から,文法の形式の判断,N5,N5-26-5
"男１「あの _______ _______…★…  _______人はどなたですか。」
男２「ああ、あの赤いシャツを着た人ね。あれはリーさんですよ。」",いる,を,サングラス,かけて,かけて,文の組み立て,N5,N5-26-6
佐藤さんは _______ _______…★…  _______います。,飲んで,お茶を,いま,きっさてんで,お茶を,文の組み立て,N5,N5-26-7
ここは車を _______ _______…★…  _______こうじょうです。,いちばん大きい,つくっている,日本で,こうじょうで,日本で,文の組み立て,N5,N5-26-8
６時におきて _______ _______…★…  _______行きます。,それから,たべて,かいしゃへ,ごはんを,それから,文の組み立て,N5,N5-26-9
とうきょうえきで _______ _______…★…  _______ください。,おりて,よこはまえきで,のって,でんしゃに,よこはまえきで,文の組み立て,N5,N5-26-10
妹さんは _______ _______…★…  _______か。,べんきょうして,います,だいがくで,どこの,べんきょうして,文の組み立て,N5,N5-25-1
時間が _______ _______…★…  _______。,から,行きましょう,タクシーで,ありません,タクシーで,文の組み立て,N5,N5-25-2
しけんは _______ _______…★…  _______でした。,から,ぜんぜん,むずかしかった,できません,ぜんぜん,文の組み立て,N5,N5-25-3
まっすぐいくと _______ _______…★…  _______そこで肉を買ってください。,スーパーが,左側に,から,あります,あります,文の組み立て,N5,N5-25-4
"男１「これから、田中さん _______ _______…★…  _______行きます。キムさんもいっしょにどうですか。」
男２「えっ、いいですか。お願いします。」",飲みに,お店へ,近くの,と,お店へ,文の組み立て,N5,N5-25-5
"わたしはおうです。中国から来ました。けんしゅうせいです。わたしのへやは４０３です。４かいにあります。「１」が、きれいです
センターにしょくどうがあります。いろいろなりょうりがあります。ちゅうかりょうりもあります。
わたしはまいにちセンターの「２」ごはんを食べます。とても「３」。
センターから駅まで「４」１０分です。えきの近くに「５」あります。たいへんにぎやかです。
「１」に何を入れますか。",ちいさいです,ひろいです,あかるいです,にぎやかです,ちいさいです,文章の文法,N5,N5-25-6
"わたしはおうです。中国から来ました。けんしゅうせいです。わたしのへやは４０３です。４かいにあります。「１」が、きれいです
センターにしょくどうがあります。いろいろなりょうりがあります。ちゅうかりょうりもあります。
わたしはまいにちセンターの「２」ごはんを食べます。とても「３」。
センターから駅まで「４」１０分です。えきの近くに「５」あります。たいへんにぎやかです。
「２」に何を入れますか。",しょくどうに,しょくどうは,しょくどうで,しょくどうへ,しょくどうで,文章の文法,N5,N5-25-7
"わたしはおうです。中国から来ました。けんしゅうせいです。わたしのへやは４０３です。４かいにあります。「１」が、きれいです
センターにしょくどうがあります。いろいろなりょうりがあります。ちゅうかりょうりもあります。
わたしはまいにちセンターの「２」ごはんを食べます。とても「３」。
センターから駅まで「４」１０分です。えきの近くに「５」あります。たいへんにぎやかです。
「３」に何を入れますか。",おもしろいです,さむいです,つまらないです,おいしいです,おいしいです,文章の文法,N5,N5-25-8
"わたしはおうです。中国から来ました。けんしゅうせいです。わたしのへやは４０３です。４かいにあります。「１」が、きれいです
センターにしょくどうがあります。いろいろなりょうりがあります。ちゅうかりょうりもあります。
わたしはまいにちセンターの「２」ごはんを食べます。とても「３」。
センターから駅まで「４」１０分です。えきの近くに「５」あります。たいへんにぎやかです。
「４」に何を入れますか。",あるき,あるいて,あるいた,あるく,あるいて,文章の文法,N5,N5-25-9
"わたしはおうです。中国から来ました。けんしゅうせいです。わたしのへやは４０３です。４かいにあります。「１」が、きれいです
センターにしょくどうがあります。いろいろなりょうりがあります。ちゅうかりょうりもあります。
わたしはまいにちセンターの「２」ごはんを食べます。とても「３」。
センターから駅まで「４」１０分です。えきの近くに「５」あります。たいへんにぎやかです。
「５」に何を入れますか。",デパートやスーパーや,デパートなどスーパーなど,デパートがスーパーが,デパートやスーパーなどが,デパートやスーパーなどが,文章の文法,N5,N5-25-10
なつやすみに一人 _______祖母のいえに行きます。,と,で,は,が,で,文法の形式の判断,N5,N5-24-1
テーブルの上にナイフとフォークが _______。,おいてあります,おいています,おきます,おきました,おいてあります,文法の形式の判断,N5,N5-24-2
もう少し _______食べてください。,はやい,はやくて,はやく,はやかった,はやく,文法の形式の判断,N5,N5-24-3
いつも母 _______いっしょにしょくじをします。,へ,と,の,で,と,文法の形式の判断,N5,N5-24-4
しゅくだいを _______あとで、テレビを見ます。,して,した,する,しに,した,文法の形式の判断,N5,N5-24-5
今日は _______ねましょう。,はやい,はやくて,はやく,はやかった,はやく,文法の形式の判断,N5,N5-24-6
わたしはよくラジオ _______おんがくを聞きます。,で,に,は,を,で,文法の形式の判断,N5,N5-24-7
ばんごはんを _______あとで、さんぽします。,たべる,たべた,たべて,たべ,たべた,文法の形式の判断,N5,N5-24-8
わたしはさくぶんを _______とき、いつもじしょをつかいます。,かいた,かいて,かきに,かく,かく,文法の形式の判断,N5,N5-24-9
わたしはたなかさんを３時間 _______まっていました。,も,を,が,で,も,文法の形式の判断,N5,N5-24-10
わたしの旅行中、 _______ _______…★…  _______を忘れないです。,の,花に,やる,水を,やる,文の組み立て,N5,N5-23-1
いまは _______ _______…★…  _______です。,おなかが,いたいですから,たべたくない,何も,何も,文の組み立て,N5,N5-23-2
 _______ _______…★…  _______かかります。,かいしゃまで,バスで,うちから,３０分ぐらい,バスで,文の組み立て,N5,N5-23-3
ここは _______ _______…★…  _______できます。,入る,でも,だれ,ことが,入る,文の組み立て,N5,N5-23-4
"男１「これ、使ってもいいですか。」
男２「どうぞ。でもあまりきれいじゃないですか、 _______ _______…★…  _______。」",使って,洗って,ください,から,使って,文の組み立て,N5,N5-23-5
"今日はあさから雨が「１」。今７時はんです。わたしは日本語センターのロビーにいます。「２」テレビを見ています。わたしはまいあさ「３」。
マリさんはしんぶんを読んでいます。キムさんはまどの近く「４」日本語をべんきょうしています。キムさんはまいあさ２じかんべんきょうします。
まいあさ９時からしけんがあります。キムさんは「５」。
「１」に何を入れますか。",ふっています,ふります,ふっていました,ふりました,ふっています,文章の文法,N5,N5-23-6
"今日はあさから雨が「１」。今７時はんです。わたしは日本語センターのロビーにいます。「２」テレビを見ています。わたしはまいあさ「３」。
マリさんはしんぶんを読んでいます。キムさんはまどの近く「４」日本語をべんきょうしています。キムさんはまいあさ２じかんべんきょうします。
まいあさ９時からしけんがあります。キムさんは「５」。
「２」に何を入れますか。",だから,しかし,そして,けれど,そして,文章の文法,N5,N5-23-7
"今日はあさから雨が「１」。今７時はんです。わたしは日本語センターのロビーにいます。「２」テレビを見ています。わたしはまいあさ「３」。
マリさんはしんぶんを読んでいます。キムさんはまどの近く「４」日本語をべんきょうしています。キムさんはまいあさ２じかんべんきょうします。
まいあさ９時からしけんがあります。キムさんは「５」。
「３」に何を入れますか。",８時からテレビを見ます,７時からテレビを見ます,８時からテレビを見ています,７時からテレビを見ました,７時からテレビを見ます,文章の文法,N5,N5-23-8
"今日はあさから雨が「１」。今７時はんです。わたしは日本語センターのロビーにいます。「２」テレビを見ています。わたしはまいあさ「３」。
マリさんはしんぶんを読んでいます。キムさんはまどの近く「４」日本語をべんきょうしています。キムさんはまいあさ２じかんべんきょうします。
まいあさ９時からしけんがあります。キムさんは「５」。
「４」に何を入れますか。",に,へ,で,の,で,文章の文法,N5,N5-23-9
"今日はあさから雨が「１」。今７時はんです。わたしは日本語センターのロビーにいます。「２」テレビを見ています。わたしはまいあさ「３」。
マリさんはしんぶんを読んでいます。キムさんはまどの近く「４」日本語をべんきょうしています。キムさんはまいあさ２じかんべんきょうします。
まいあさ９時からしけんがあります。キムさんは「５」。
「５」に何を入れますか。",いつもべんきょうしません,いつもよくべんきょうします,ときどきべんきょうしません,ときどきよくべんきょうします,いつもよくべんきょうします,文章の文法,N5,N5-23-10
明日としょかんへ本を _______に行きます。,かりる,かりて,かり,かりた,かり,文法の形式の判断,N5,N5-22-1
子どもはかみ _______ふねをつくっています。,で,か,に,は,で,文法の形式の判断,N5,N5-22-2
あなたは今じしょを _______か。,もってあります,もっています,もってです,もってします,もっています,文法の形式の判断,N5,N5-22-3
きのうはあまり _______です。,さむかった,さむい,さむくなかった,さむくない,さむくなかった,文法の形式の判断,N5,N5-22-4
長江はちゅうごく _______ながれています。,を,で,に,へ,を,文法の形式の判断,N5,N5-22-5
まいあさ８時ごろいえを _______かいしゃへ行きます。,でた,でる,でたり,でて,でて,文法の形式の判断,N5,N5-22-6
日本りょうりはあまりすき _______。,です,でした,ではありません,くありません,ではありません,文法の形式の判断,N5,N5-22-7
きのう母 _______マフラーをあげました。,から,を,は,に,に,文法の形式の判断,N5,N5-22-8
日本語のべんきょうは何時 _______ですか。,だけ,から,には,では,から,文法の形式の判断,N5,N5-22-9
そのちいさいとけい _______ください。,が,を,に,へ,を,文法の形式の判断,N5,N5-22-10
ヤンさんはこのつくえを _______ _______…★…  _______よ。,買った,１０００円,で,んです,買った,文の組み立て,N5,N5-21-1
ここに _______ _______…★…  _______ください。,書いて,ボールペンで,あかい,名前を,名前を,文の組み立て,N5,N5-21-2
わたしは _______ _______…★…  _______。,魚が,魚を,たべません,きらいですから,魚を,文の組み立て,N5,N5-21-3
日本の _______ _______…★…  _______です。,ちょっと,高い,おいしいですが,たべものは,ちょっと,文の組み立て,N5,N5-21-4
"女１「すみません、えき _______ _______…★…  _______。みちをおしえてくださいませんか。」
女２「えきですか。えきは…」",が,んです,行きたい,へ,んです,文の組み立て,N5,N5-21-5
「１」に何を入れますか。,そうさしています,つくっています,はこんでいます,うんてんしています,うんてんしています,文章の文法,N5,N5-21-6
「２」に何を入れますか。,ときどき,いつも,だいたい,はじめて,ときどき,文法の形式の判断,N5,N5-21-7
「３」に何を入れますか。,いろいろに,いろいろな,いろいろで,いろいろく,いろいろな,文法の形式の判断,N5,N5-21-8
「４」に何を入れますか。,で,は,も,でも,で,文法の形式の判断,N5,N5-21-9
「５」に何を入れますか。,が,けど,から,し,から,文法の形式の判断,N5,N5-21-10
これは何 _______いう花ですか。,に,と,が,で,と,文法の形式の判断,N5,N5-11-1
えきまでタクシーで１０００円 _______です。,ぐらい,など,ごろ,も,ぐらい,文法の形式の判断,N5,N5-11-2
"本田「はい、本田です。」
北山「あ、北山花子です。すみません、 _______。」
本田「はい。ちょっとまってくださいね。」",ひろこさんをおねがいします,ひろこさんをください,ひろこさんと話しますか,ひろこさんと話しませんか,ひろこさんをおねがいします,文法の形式の判断,N5,N5-11-3
日本 _______ラーメンはおいしいです。,に,の,を,へ,の,文法の形式の判断,N5,N5-11-4
"女１「さようなら。」
女２「さようなら。また _______。」",おととい,今日,来週,今月,来週,文法の形式の判断,N5,N5-11-5
「１」に何を入れますか。,日本で,日本に,日本は,日本へ,日本で,文章の文法,N5,N5-11-6
「２」に何を入れますか。,おおいでした,おおかったです,おおいです,おおくないです,おおかったです,文法の形式の判断,N5,N5-11-7
「３」に何を入れますか。,きれいです,きれかったです,きれくでした,きれいでした,きれいでした,文法の形式の判断,N5,N5-11-8
「４」に何を入れますか。,では,じゃ,それで,でも,でも,文法の形式の判断,N5,N5-11-9
「５」に何を入れますか。,ちょっとつかれましたが,ちょっとつまらかったですが,ちょっとつかいましたが,ちょっとつめたかったですが,ちょっとつかれましたが,文法の形式の判断,N5,N5-11-10
りんご _______ みかんを買いました。,が,や,は,へ,や,文法の形式の判断,N5,N5-20-1
あなたはいま、お金を _______ か。,もってです,もってあります,もっています,もってください,もっています,文法の形式の判断,N5,N5-20-2
はる休みは _______ ありますか。,どれ,いくら,どちら,どのぐらい,どのぐらい,文法の形式の判断,N5,N5-20-3
ここにかばんを _______ ないでください。,おか,おき,おく,おけ,おか,文法の形式の判断,N5,N5-20-4
ゆきが、たくさんふったから、一人しか _______ 。,来ませんでした,来ました,来てください,来るでしょう,来ませんでした,文法の形式の判断,N5,N5-20-5
きのうは _______ 早くかえりましたか。,いかが,いくつ,どうして,どちら,どうして,文法の形式の判断,N5,N5-20-6
きのうのよるは６時に _______ 、ごはんをつくりました。,かえる,かえった,かえって,かえったり,かえって,文法の形式の判断,N5,N5-20-7
A［マリーさんのかさはどれですか。」B［あれです。 _______ 。」,あれはかさです,あのあおいのです,あれはマリーさんです,あのかさはあおいです,あのあおいのです,文法の形式の判断,N5,N5-20-8
もしもし、山本です _______ 、木下さんはいますか。,が,と,て,で,が,文法の形式の判断,N5,N5-20-9
_______ うんどうをしていますか。,どれ,だれ,いかが,何か,何か,文法の形式の判断,N5,N5-20-10
きょうはあまり _______ ありません。,いそがしく,いそがしいでは,いそがしいく,いそがしいは,いそがしく,文法の形式の判断,N5,N5-19-1
山川さんと _______ ながら、ごはんを食べました。,話す,話し,話して,話した,話し,文法の形式の判断,N5,N5-19-2
へやをもっと _______ してください。,あかるい,あかるく,あかるくて,あかるいに,あかるく,文法の形式の判断,N5,N5-19-3
先生のへやは _______ です。,その,どんな,こちら,どうして,こちら,文法の形式の判断,N5,N5-19-4
このたまごは６こ _______ ３００円です。,と,に,で,を,で,文法の形式の判断,N5,N5-19-5
休みの日はえいがを _______ たり買いものをしたりします。,みる,みた,みっ,み,み,文法の形式の判断,N5,N5-19-6
えいがは何時 _______ おわりますか。,など,ごろ,じゅう,か,ごろ,文法の形式の判断,N5,N5-19-7
山へはぼうしを _______ 行きましょう。,かぶると,かぶりて,かぶりに,かぶって,かぶって,文法の形式の判断,N5,N5-19-8
パーティーはまだ _______ 。,はじまります,はじまりません,はじまりました,はじまっています,はじまりません,文法の形式の判断,N5,N5-19-9
A「先週のにちようびにどこかへ行きましたか。」B「いいえ、雨がふったから、 _______ 。」,どこかへ行きました,どこへも行きました,どこへへ行きませんでした,どこへも行きませんでした,どこへも行きませんでした,文法の形式の判断,N5,N5-19-10
母は１か月 _______ １かいびょういんへ行きます。,も,と,に,へ,に,文法の形式の判断,N5,N5-18-1
しゅくだいを _______ あとで、てがみを書きます。,した,する,して,しない,した,文法の形式の判断,N5,N5-18-2
きのうは雨が _______ かぜが _______ しました。,ふって/ふいて,ふりて/ふきて,ふりたり/ふきたり,ふったり/ふいたり,ふったり/ふいたり,文法の形式の判断,N5,N5-18-3
このりょうりはぎゅうにく _______ ぶたにくをつかいます。,が,か,も,で,か,文法の形式の判断,N5,N5-18-4
きょねんのふゆは _______ 。,あたたかいです,あたたかいだった,あたたかかったです,あたたかくでした,あたたかかったです,文法の形式の判断,N5,N5-18-5
あしたはかぜが _______ でしょう。,つよかった,つよくて,つよい,つよく,つよい,文法の形式の判断,N5,N5-18-6
あしたは _______ から、あそびに行きませんか。,ひま,ひまな,ひまの,ひまだ,ひまだ,文法の形式の判断,N5,N5-18-7
ここはとてもしずか _______ いいところです。,だ,で,に,と,で,文法の形式の判断,N5,N5-18-8
どんないろ _______ すきですか。,は,が,で,に,が,文法の形式の判断,N5,N5-18-9
会社へ _______ まえに、ぎんこうへ行きました。,行きます,行った,行って,行く,行く,文法の形式の判断,N5,N5-18-10
きのうは、6時間 _______ ねました。,まで,ごろ,じゅう,ぐらい,ぐらい,文法の形式の判断,N5,N5-17-1
お金が _______ 、こまっています。,なくて,ないで,ないて,なって,なくて,文法の形式の判断,N5,N5-17-2
日よう日にそうじ _______ せんたくをします。,を,や,も,で,や,文法の形式の判断,N5,N5-17-3
あにの新しいカメラは _______ かるい。,小さいくて,小さいで,小さいと,小さくて,小さくて,文法の形式の判断,N5,N5-17-4
来週 _______ 人はだれですか。,休み,休む,休んで,休んだ,休む,文法の形式の判断,N5,N5-17-5
わたしはかぞく _______ てがみをもらいました。,を,が,や,から,から,文法の形式の判断,N5,N5-17-6
おかしはあまりすき _______ 。,ではありません,です,でした,くありません,ではありません,文法の形式の判断,N5,N5-17-7
じしょを _______ からかんじを書きます。,見る,見て,見に,見ない,見て,文法の形式の判断,N5,N5-17-8
まだゆうびんきょくは _______ 。早く行きましょう。,あきません,あきました,あいています,あきます,あいています,文法の形式の判断,N5,N5-17-9
このりょうりはあまり _______ よ。,からくないです,からいです,からかったです,からいではあまりませんでした,からくないです,文法の形式の判断,N5,N5-17-10
月よう日 _______ 火よう日にテストがあります。,で,に,を,か,か,文法の形式の判断,N5,N5-16-1
これは先週友だちのいえで _______ しゃしんです。,とる,とるの,とった,とります,とった,文法の形式の判断,N5,N5-16-2
くだものが _______ です。,食べて,食べる,食べない,食べたい,食べたい,文法の形式の判断,N5,N5-16-3
えき _______ むこうにびょういんがあります。,の,に,で,が,の,文法の形式の判断,N5,N5-16-4
本を _______ とき、じしょをつかいます。,読む,読み,読んで,読んだ,読む,文法の形式の判断,N5,N5-16-5
魚がたくさん _______ います。,およぎて,およぐて,およいで,およんで,およいで,文法の形式の判断,N5,N5-16-6
A「すみませんが、そのしおをとってください。」B「 _______ 。」,いいえ、どうも,はい、ください,はい、どうぞ,いいえ、とります,はい、どうぞ,文法の形式の判断,N5,N5-16-7
いもうとが _______ とき、父は外国にいました。,生まれ,生まれた,生まれて,生まれるの,生まれた,文法の形式の判断,N5,N5-16-8
いっしょに _______ ましょう。,うたい,うたう,うたって,うたいて,うたい,文法の形式の判断,N5,N5-16-9
としょかんへ本をかえし _______ 行きます。,へ,で,に,を,に,文法の形式の判断,N5,N5-16-10
きょねんのふゆはゆきが１かい _______ ふりませんでした。,は,に,しか,だけ,しか,文法の形式の判断,N5,N5-15-1
ぎんこう _______ デパ－ト _______ 行きませんでした。,へも/へも,もへ/もへ,へは/へは,はへ/はへ,へも/へも,文法の形式の判断,N5,N5-15-2
まいあさ会社に _______ まえにスポーツをします。,行く,行きます,行った,行って,行く,文法の形式の判断,N5,N5-15-3
りょうりはじぶん _______ つくりますか。,へ,か,で,を,で,文法の形式の判断,N5,N5-15-4
すみません、ちょっと _______ ください。,まち,まって,まった,またない,まって,文法の形式の判断,N5,N5-15-5
びょうきに _______ 時は、びょういんへ行きます。,ならない,なるの,なって,なった,なった,文法の形式の判断,N5,N5-15-6
へやにはだれ _______ いません。,が,か,も,は,も,文法の形式の判断,N5,N5-15-7
わたしはなつにうみで _______ たいです。,およぐ,およい,およが,およぎ,およぎ,文法の形式の判断,N5,N5-15-8
